triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
151,relation,Extracranial Injury,is associated with,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
152,relation,Guideline,informs,Guideline Adherence,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
153,relation,Guideline Adherence,is associated with,Guideline,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
154,relation,Guideline Adherence,affects outcome,Traumatic Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
155,relation,Head Injury,is a condition of,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
156,relation,Head Injury,is associated with,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
157,relation,Head Trauma,is a condition of,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
158,relation,Head Trauma,is associated with,Traumatic Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
159,relation,Mortality,is a risk factor for,Traumatic Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
160,relation,Neurological Injury,is a condition of,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
161,relation,Patient,is associated with,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
162,relation,Traumatic Brain Injury,is a condition of,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
163,relation,Traumatic Brain Injury,is associated with,Head Trauma,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
164,relation,Traumatic Brain Injury,is influenced by,Guideline Adherence,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
165,relation,Traumatic Intracranial Hypertension,is a condition of,Patient,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
166,relation,Traumatic Intracranial Hypertension,is associated with,Traumatic Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
167,relation,Anterior Fossa Repair,has surgical procedure,Surgical Procedure,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
168,relation,CT Scan Assessment,assesses,Coma,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
169,relation,Extra Ventricular Drain Placement,isMonitoredBy,Intensive Care Management,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
170,relation,Intensive Care Management,has clinical assessment,Clinical Assessment,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
171,relation,Intensive Care Management,has monitoring data,Laboratory Values,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
172,relation,Nursing Intervention,is administered during,Session,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
173,relation,Barbiturates,is administered during,Decompressive Craniectomy,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
174,relation,Cerebrovascular Autoregulation,is influenced by,Decompressive Craniectomy,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
175,relation,Evacuation of Mass Lesion,has surgical procedure,Decompressive Craniectomy,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
176,relation,Jugular Venous Desaturation,is monitored by,Jugular Venous Oxygen Saturation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
177,relation,Barbiturates,isTreatedWith,Management,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
178,relation,Microdialysis,is monitored by,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
179,relation,Removal of Foreign Body,has surgical procedure,Evacuation of Mass Lesion,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
180,relation,Secondary Brain Injury,is a condition of,Secondary Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
181,relation,Secondary Brain Injury,worsens,Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
182,relation,Secondary Insult Therapy,isAdministeredDuring,Secondary Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
183,relation,Secondary Insult Grades,defines,Secondary Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
184,relation,Secondary Insult Therapy,is administered during,Secondary Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
185,relation,Secondary Insult Therapy,reduces,Secondary Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
186,relation,Secondary Insult Treatment,targets condition,Secondary Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
187,relation,Analgesia,affectsOutcome,Poor Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
188,relation,Anti-hypertensives,isAdministeredDuring,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
189,relation,Anti-pyretics,hasMonitoringData,Temperature,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
190,relation,Anti-pyretics,affectsOutcome,Poor Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
191,relation,Antibiotics,isAssociatedWith,Surgical Procedure,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
192,relation,EtCO2,is monitored by,Ventilator,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
193,relation,EtCO2,measures parameter,Carbon Dioxide,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
194,relation,Insult,is a risk factor for,Poor Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
195,relation,Insult,isMonitoredBy,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
196,relation,Paralysis,affects outcome,Poor Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
197,relation,Patient Transport,is associated with,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
198,relation,Patient Transport,isAdministeredDuring,Analgesia,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
199,relation,Poor Outcome,is influenced by,Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
200,relation,Poor Outcome,is associated with,Paralysis,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
201,relation,Skull Fracture Elevation,is associated with,Head Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
202,relation,TCD,is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
203,relation,Ventilation,is managed by,Ventilator,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
204,relation,Brain Temperature,is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
205,relation,Brain Temperature,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
206,relation,Heart Rate,is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
207,relation,Heart Rate,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
208,relation,ICP Sensor Placement,is related to,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
209,relation,Measurement Time,has timepoint,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
210,relation,NIBP,is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
211,relation,NIBP,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
212,relation,Observation,is measured at,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
213,relation,Parameter,is measured by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
214,relation,Peripheral Temperature,is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
215,relation,Peripheral Temperature,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
216,relation,Reading,is measured at,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
217,relation,Reading,measures parameter,Parameter,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
218,relation,Respiration Rate,is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
219,relation,Respiration Rate,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
220,relation,Temperature,is monitored by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
221,relation,Temperature,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
222,relation,Blood Gases,is monitored by,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
223,relation,Cardiac Output,hasMonitoringData,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
224,relation,Fluids,hasMonitoringData,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
225,relation,Glucose,hasMonitoringData,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
226,relation,Nutrition,isMonitoredBy,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
227,relation,Disability,is associated with,Outcome Score,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
228,relation,Disability,is influenced by,GCS Assessment,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
229,relation,GCS Assessment,is associated with,Pupil Assessment,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
230,relation,GOSe Outcome,relates to clinical outcome,Outcome Score,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
231,relation,Motor Impairment,is associated with,Disability,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
232,relation,Motor Impairment,is influenced by,GCS Assessment,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
233,relation,Outcome Score,predicts outcome,GOSe Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
234,relation,Outcome Score,is associated with,Disability,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
235,relation,Pupil Assessment,is associated with,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,"Pupil Assessment and GCS Assessment are both Clinical Assessments routinely performed together to evaluate neurological status, making their association direct and clinically relevant.",1.0,,,
236,relation,Cerebral Perfusion Pressure (CPP),is influenced by,Intracranial Pressure (ICP),[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
237,relation,Cerebral Perfusion Pressure (CPP),calculates,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
238,relation,Intracranial Hypertension,is a condition of,Intracranial Pressure (ICP),[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
239,relation,Mean Cerebral Perfusion Pressure,is influenced by,Intracranial Pressure (ICP),[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
240,relation,Pressure Reactivity Index (PRx),assesses,Intracranial Pressure (ICP),[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
241,relation,Carbon Dioxide,is monitored by,Partial Pressure of Carbon Dioxide,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
242,relation,Carbon Dioxide,is associated with,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
243,relation,End-tidal Carbon Dioxide,assesses,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
244,relation,End-tidal Carbon Dioxide,is measured by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
245,relation,Partial Pressure of Carbon Dioxide,is influenced by,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
246,relation,Brain Injury,affects outcome,Outcome Score,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
247,relation,Cranial Injuries,is associated with,Traumatic Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
248,relation,Disability,is related to,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
249,relation,Extracranial Injury,is a risk factor for,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
250,relation,GCS Assessment,assesses,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
251,relation,GOSe Outcome,predicts outcome,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
252,relation,Head Trauma,is monitored by,GCS Assessment,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
253,relation,Motor Impairment,is related to,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
254,relation,Outcome Score,relates to clinical outcome,Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
255,relation,Patient,receivesTherapy,Baseline Therapy,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
256,relation,Pupil Assessment,assesses,Neurological Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
257,relation,Adverse Event,affects outcome,Hypertension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
258,relation,Arterial Hypotension,is a risk factor for,Septic Shock,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
259,relation,Arterial Pressors,isTreatedWith,Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
260,relation,Hypertension,is related to,Adverse Event,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
261,relation,Hypotension,is a risk factor for,Acute Respiratory Distress Syndrome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
262,relation,Hypotension,is treated with,Vasopressors,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
263,relation,Mean Arterial Pressure (MAP),measures parameter,Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
264,relation,Sepsis,is a risk factor for,Septic Shock,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
265,relation,Vasopressors,is administered during,Hypotension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
266,relation,Clinical Outcome,relates to clinical outcome,Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
267,relation,Monitoring Data,has monitoring data,Physiological Data,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
268,relation,Outcome Data,is related to,Clinical Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
269,relation,Patient Interventions,affects outcome,Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
270,relation,Physiological Data,is monitored by,Monitoring Data,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
271,relation,Treatment Data,is administered during,Patient Interventions,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
272,relation,Error,is related to,Reading,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
273,relation,Observation,is measured at,Measurement Time,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
274,relation,Possible Error,is associated with,Reading,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
275,relation,Probable Error,is associated with,Reading,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
276,relation,Reading,is measured by,Sensor,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
277,relation,Temperature,measures parameter,Brain Temperature,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
278,relation,Decompressive Craniectomy,isAssociatedWith,Evacuation of Mass Lesion,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
279,relation,Jugular Venous Desaturation,is associated with,Jugular Venous Oxygen Saturation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
280,relation,Jugular Venous Oxygen Saturation,assesses,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
281,relation,Hypothermia Therapy,isAdministeredDuring,Management,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
282,relation,Partial Pressure of Brain Tissue Oxygen,is monitored by,Jugular Venous Oxygen Saturation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
283,relation,PbrO2,measures parameter,Jugular Venous Oxygen Saturation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
284,relation,SaO2,hasMonitoringData,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
285,relation,Anti-hypertensives,isAdministeredDuring,Analgesia,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
286,relation,Electrocardiogram (ECG),isAssociatedWith,Poor Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
287,relation,EtCO2,hasMonitoringData,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
288,relation,Insult,is associated with,Poor Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
289,relation,Paralysis,affectsOutcome,Poor Outcome,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
290,relation,Ventilator,is associated with,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
291,relation,Secondary Brain Injury,worsens,Secondary Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
292,relation,Secondary Insult,is associated with,Secondary Brain Injury,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
293,relation,Secondary Insult Therapy,is treated with,Secondary Insult,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
294,relation,Haematocrit,isMonitoredBy,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
295,relation,Haemoglobin,hasLaboratoryValue,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
296,relation,Monitoring,assesses,Blood Gases,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
297,relation,Monitoring,assesses,Cardiac Output,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
298,relation,Monitoring,assesses,Fluids,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
299,relation,Monitoring,assesses,Glucose,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
300,relation,Monitoring,assesses,Haematocrit,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
301,relation,Monitoring,assesses,Haemoglobin,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
302,relation,Monitoring,assesses,Potassium,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
303,relation,Monitoring,isMonitoredBy,Sodium,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
304,relation,Potassium,hasMonitoringData,Monitoring,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
305,relation,Clinical Assessment,has outcome,Coma,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
306,relation,Extra Ventricular Drain Placement,isMonitoredBy,Monitoring Data,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
307,relation,Laboratory Values,is associated with,Routine Nursing Care,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
308,relation,Nursing Intervention,hasNursingIntervention,Intensive Care Management,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
309,relation,Routine Nursing Care,is associated with,Clinical Assessment,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
310,relation,Session,has timepoint,Laboratory Values,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
311,relation,Cerebral Perfusion Pressure (CPP),is a risk factor for,Traumatic Intracranial Hypertension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
312,relation,Intracranial Hypertension,worsens,Cerebral Perfusion Pressure (CPP),[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
313,relation,Intracranial Pressure (ICP),is influenced by,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
314,relation,Mean Cerebral Perfusion Pressure,calculates,Intracranial Pressure (ICP),[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
315,relation,Mean Intracranial Pressure,is a condition of,Intracranial Hypertension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
316,relation,Traumatic Intracranial Hypertension,affects outcome,Intracranial Hypertension,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
317,relation,Carbon Dioxide,is monitored by,End-tidal Carbon Dioxide,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
318,relation,End-tidal Carbon Dioxide,assesses,Carbon Dioxide,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
319,relation,Partial Pressure of Carbon Dioxide,is associated with,Carbon Dioxide,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
320,hierarchy,Decompressive Craniectomy,subClassOf,Surgical Procedure,Decompressive craniectomy (DC) is a surgical technique originally described by Kocher in 1901.,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
321,hierarchy,Secondary Insult,subClassOf,Insult,One of the most critical types of systemic secondary insult is arterial hypotension.,accept_direct,,,,,The preamble explicitly states that 'Secondary Insult' is a subclass of 'Insult' under the SSN/BrainIT alignment.,1.0,,,
322,hierarchy,Secondary Insult,subClassOf,Condition,[inferred] Secondary Insult is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
323,hierarchy,Core Monitoring Parameter,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Core Monitoring Parameter is organized under Monitoring Data,accept_direct,,,,,The preamble explicitly states that 'Core Monitoring Parameter' is a subclass of 'Monitoring Data'.,1.0,,,
324,hierarchy,Heart Rate,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Heart Rate is organized under Core Monitoring Parameter,accept_direct,,,,,The preamble explicitly lists 'Heart Rate' as a valid subclass of 'Core Monitoring Parameter'.,1.0,,,
325,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Arterial Pressure (MAP) is explicitly listed as a subclass of Core Monitoring Parameter in the domain context preamble.,1.0,,,
326,hierarchy,Mean Intracranial Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Intracranial Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,The preamble explicitly lists ICP (Mean Intracranial Pressure) as a valid subclass of Core Monitoring Parameter.,1.0,,,
327,hierarchy,Mean Cerebral Perfusion Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Cerebral Perfusion Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,The preamble explicitly lists CPP (Mean Cerebral Perfusion Pressure) as a valid subclass of Core Monitoring Parameter.,1.0,,,
328,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Pressure Reactivity Index (PRx) is organized under Core Monitoring Parameter,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
329,hierarchy,Monitoring Time,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Monitoring Time is organized under Monitoring Data,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
330,hierarchy,Baseline Therapy,subClassOf,Therapy,[inferred] Chain-of-Layer: Baseline Therapy is organized under Therapy,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
331,hierarchy,Barbiturates,subClassOf,Secondary Insult Therapy,[inferred] Chain-of-Layer: Barbiturates is organized under Baseline Therapy,accept_direct,,,,,The preamble explicitly lists Barbiturates as a valid subclass of Secondary Insult Therapy.,1.0,,,
