triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
93,relation,Guideline Adherence,assesses,Clinical Practice,"This work attempts to leverage those advantages by providing a 'near real-time' ability to monitor clinical guideline adherence, as well as providing measurable quantitative feedback.",revise,4.4,Guideline Adherence,isMonitoredBy,Clinical Practice,The relation 'assesses' should be replaced with 'isMonitoredBy' as 'Guideline Adherence' is monitored within 'Clinical Practice'.,0.7,The relation 'assesses' should be 'isMonitoredBy' as 'Guideline Adherence' is monitored within 'Clinical Practice'.,1.0,low_evidence
94,relation,Heart Rate,has monitoring data,Monitoring Data,Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry),accept_direct,,,,,Heart Rate is a Core Monitoring Parameter and Monitoring Data is the top-level class for all monitored values; the relationship holds directly as per the preamble.,0.9,,,
95,relation,Respiration Rate,has monitoring data,Impedance Plethmography,Respiration Rate (sources: impedance plethmography or ventilator),accept_direct,,,,,"Respiration Rate is a Core Monitoring Parameter and Impedance Plethmography is a valid method for monitoring it, thus the relationship holds directly.",0.95,,,
96,relation,Respiration Rate,has monitoring data,Ventilator,Respiration Rate (sources: impedance plethmography or ventilator),accept_direct,,,,,Respiration Rate is a Core Monitoring Parameter and Ventilator is a Monitoring Data class; the relationship 'has monitoring data' holds directly between them.,0.95,,,
97,relation,Mean Arterial Pressure (MAP),has monitoring data,Monitoring Data,Mean Arterial Pressure,accept_direct,,,,,Mean Arterial Pressure (MAP) is a Core Monitoring Parameter and thus directly hasMonitoringData Monitoring Data as per the hierarchical structure in the preamble.,0.9,,,
98,relation,SaO2,has monitoring data,Monitoring Data,Pulse Oximetry (SaO2),accept_direct,,,,,SaO2 is a Core Monitoring Parameter and thus directly hasMonitoringData Monitoring Data as per the hierarchical relationship in the preamble.,0.95,,,
99,relation,Temperature,has monitoring data,Monitoring Data,Temperature (sources: rectal=oesophageal= bladder=skin),accept_direct,,,,,"Temperature hasMonitoringData MonitoringData is valid as Temperature is a physiological parameter that is monitored, fitting the hierarchical relationship.",0.95,,,
100,relation,EtCO2,has monitoring data,Monitoring Data,End-Tidal CO2 (EtCO2),accept_direct,,,,,EtCO2 is a Core Monitoring Parameter and thus directly hasMonitoringData Monitoring Data as per the hierarchical relationship in the preamble.,0.95,,,
101,relation,Jugular Venous Oxygen Saturation,has monitoring data,Monitoring Data,Jugular Venous Oxygen Saturation (SjO2),accept_direct,,,,,"Jugular Venous Oxygen Saturation is a valid subclass of Monitoring Data, as it is a physiological parameter used for monitoring.",0.95,,,
102,relation,Transcranial Doppler,has monitoring data,Monitoring Data,Transcranial Doppler (TCD),accept_direct,,,,,Transcranial Doppler hasMonitoringData Monitoring Data is valid as TCD is a method that collects monitoring data on physiological parameters.,0.9,,,
103,relation,PbrO2,has monitoring data,Monitoring Data,Brain Tissue Oxygen (PbrO2),reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
104,relation,GCS Assessment,has monitoring data,Monitoring Data,Glasgow Coma Scale (GCS) scores,accept_direct,,,,,GCS Assessment has monitoring data Monitoring Data is a direct relationship as GCS is a clinical assessment that utilizes monitoring data for evaluation.,0.9,,,
105,relation,Hypotension,targets condition,Vasopressors,arterial pressors may be given to treat systemic hypotension,accept_direct,,,,,Hypotension targets condition Vasopressors is valid as vasopressors are used to treat hypotension in critical care settings.,0.9,,,
106,relation,Intracranial Pressure (ICP),isARiskFactorFor,Vasopressors,to treat reduced cerebral perfusion pressure (CPP) secondary to raised Intracranial Pressure (ICP),accept_indirect,,,,,"Intracranial Pressure (ICP) is related to cerebral perfusion pressure, which influences the need for Vasopressors indirectly through the concept of cerebral perfusion.",0.8,,,
107,relation,Cerebral Perfusion Pressure (CPP),receives therapy,Respiratory Distress Syndrome,"aggressive management of Cerebral Perfusion Pressure (CPP) > 70 mmHg, although reducing the incidence of jugular venous desaturations < 50%, increased the incidence of acute respiratory distress syndrome and worsened neurological outcome.",revise,4.4,Cerebral Perfusion Pressure,isMonitoredBy,Respiratory Distress Syndrome,"Cerebral Perfusion Pressure (CPP) should not 'receive therapy'; it is a parameter that is monitored, and the relation should reflect that it is assessed or monitored instead.",0.85,"Cerebral Perfusion Pressure should be monitored rather than receiving therapy, so the relation should be isMonitoredBy.",1.0,
108,relation,Brain Injury,has monitoring data,Monitoring Data,"collection of admission, monitoring, treatment and outcome data from patients with brain injury.",accept_direct,,,,,Brain Injury has monitoring data Monitoring Data is valid as monitoring data is collected from patients with brain injury to assess physiological parameters.,0.9,,,
109,relation,Brain Injury,has outcome,Outcome Data,"collection of admission, monitoring, treatment and outcome data from patients with brain injury.",accept_indirect,,,,,Brain Injury hasOutcome Outcome Data via the chain: Brain Injury → isAConditionOf → Outcome.,0.7,,,low_evidence
110,relation,Brain Injury,receivesTherapy,Management,"aid health authorities to monitor, maintain and raise intra and trans-national standards in the management of patients with brain injury.",revise,4.3,Brain Injury,receivesTherapy,Baseline Therapy,The object 'Management' is not a valid therapy; it should be replaced with a specific therapy class like 'Baseline Therapy' or 'Secondary Insult Therapy'.,0.9,Management is not a valid therapy; it should be replaced with a specific therapy class like Baseline Therapy.,0.9,
111,relation,Patient,has monitoring data,Observation,pd:Patient as a ssn:FeatureOfInterest,accept_direct,,,,,Patient hasMonitoringData Observation is valid as monitoring data is a direct attribute of a patient in neurointensive care.,0.95,,,
112,relation,Timepoint,is associated with,Reading,Each Timepoint is associated with a set of Readings,accept_direct,,,,,"Timepoint is associated with Reading as each Timepoint corresponds to a set of Readings, confirming the direct relationship.",0.95,,,
113,relation,Sensor,produced by sensor,Reading,the machines/sensors that produced them,accept_direct,,,,,The relation 'produced by sensor' directly connects 'Sensor' and 'Reading' as sensors produce readings in the monitoring context.,0.9,,,
114,relation,Sepsis,is associated with,Outcome Data,Improving the standards and resolution for multicentre data collection will also impact upon the assessment of new medical technology of relevance to the medical device industry.,accept_indirect,,,,,"Sepsis is associated with Outcome Data indirectly via the relationship that Sepsis affects outcomes in patients, leading to associated outcome data.",0.7,,,low_evidence
115,relation,Arterial Pressors,targets condition,Arterial Hypotension,targets condition(Hypotension → Vasopressors),accept_direct,,,,,Arterial Pressors targets Arterial Hypotension is valid as Arterial Pressors are used to treat conditions like Arterial Hypotension in neurointensive care.,0.9,,,
116,relation,Clinical Research Form,has clinical assessment,Clinical Assessment,has clinical assessment(Patient → Clinical Assessment),accept_direct,,,,,Clinical Research Form hasClinicalAssessment Clinical Assessment is a valid relationship as the form records data on clinical assessments during ICU stay.,0.9,,,
117,relation,End-tidal Carbon Dioxide,has monitoring data,Monitoring Data,has monitoring data(EtCO2 → Monitoring Data),accept_direct,,,,,End-tidal Carbon Dioxide has monitoring data Monitoring Data is valid as EtCO2 is a core monitoring parameter and falls under the monitoring data class.,0.95,,,
118,relation,Error,is associated with,Monitoring Data,monitoring indicates condition(Monitoring Data → Condition),accept_indirect,,,,,Error is associated with Monitoring Data via the chain: Error → affectsOutcome → Monitoring Data.,0.7,,,low_evidence
119,relation,Injuries,affectsOutcome,Outcome Data,has outcome(Brain Injury → Outcome Data),accept_indirect,,,,,"Injuries affectsOutcome indirectly via Brain Injury, which is a subclass of Condition that hasOutcome Outcome Data.",0.85,,,
120,relation,NIBP,has monitoring data,Monitoring Data,has monitoring data(Mean Arterial Pressure → Monitoring Data),accept_direct,,,,,"NIBP is an Optional Monitoring Parameter, which is a subclass of Monitoring Data, making the relationship hierarchical.",0.95,,,
121,relation,Provenance,has monitoring data,Monitoring Data,has monitoring data(Patient → Monitoring Data),accept_direct,,,,,Provenance hasMonitoringData MonitoringData is a direct relationship as Monitoring Data is collected from patients to assess their physiological parameters.,0.95,,,
122,relation,Adverse Event,is associated with,Clinical Outcome,[inferred] cluster completion,accept_direct,,,,,"Adverse Event is associated with Clinical Outcome, as both are valid classes in the context of medical care and intervention outcomes.",0.9,,,
123,relation,Clinical Outcome,is influenced by,Patient Interventions,[inferred] cluster completion,accept_direct,,,,,"ClinicalOutcome is influenced by PatientInterventions, which directly connects the two classes in the context of neurointensive care.",0.95,,,
124,relation,Clinical Outcome,hasOutcome,Outcome Data,[inferred] cluster completion,accept_direct,,,,,Clinical Outcome hasOutcome Outcome Data is a valid relationship as Outcome Data relates directly to the results of medical care or intervention.,0.9,,,
125,relation,Clinical Practice,is influenced by,Clinical Reminders,[inferred] cluster completion,accept_direct,,,,,Clinical Practice is influenced by Clinical Reminders as reminders assist clinicians in adhering to clinical practices.,0.9,,,
126,relation,Clinical Reminders,triggers intervention,Patient Interventions,[inferred] cluster completion,accept_indirect,,,,,Clinical Reminders triggers intervention indirectly through the concept of guideline adherence leading to Patient Interventions.,0.7,,,low_evidence
127,relation,Data Quality Assessment,assesses,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,Data Quality Assessment assesses Monitoring Data directly as both classes are defined within the neurointensive care context.,0.9,,,
128,relation,Injuries,is a risk factor for,Adverse Event,[inferred] cluster completion,accept_indirect,,,,,Injuries is a risk factor for Adverse Event via the chain: Injuries → affects Outcome → Adverse Event.,0.7,,,low_evidence
129,relation,Monitoring Data,is monitored by,Core Monitoring Parameter,[inferred] cluster completion,accept_direct,,,,,"Monitoring Data is a top-level class for all monitored values, and Core Monitoring Parameter is a subclass of Monitoring Data, making the relationship valid.",0.95,,,
130,relation,Monitoring Data,produced by sensor,Sensor,[inferred] cluster completion,accept_direct,,,,,"The triple 'Monitoring Data producedBy Sensor' is valid as Monitoring Data is collected from Sensors to assess physiological parameters, establishing a direct relationship.",0.9,,,
131,relation,Outcome,is related to,Clinical Outcome,[inferred] cluster completion,accept_indirect,,,,,"Outcome is related to Clinical Outcome via the chain: Outcome hasOutcome Clinical Outcome; thus, the relationship is true indirectly.",0.85,,,
132,relation,Outcome Data,is associated with,Clinical Outcome,[inferred] cluster completion,accept_direct,,,,,Outcome Data is associated with Clinical Outcome as both relate to the results of medical interventions in neurointensive care.,0.9,,,
133,relation,Physiological Data,is monitored by,Core Monitoring Parameter,[inferred] cluster completion,accept_direct,,,,,"Physiological Data is monitored by Core Monitoring Parameter is a direct relationship as Core Monitoring Parameters are subclasses of Monitoring Data, which includes Physiological Data.",0.9,,,
134,relation,Possible Error,is a type of,Error,[inferred] cluster completion,revise,4.9,Possible Error,subClassOf,Data Quality Assessment,"Possible Error should be a subclass of Data Quality Assessment, not a type of Error; relation should be subClassOf.",0.9,"Possible Error should be a subclass of Data Quality Assessment as per the domain context, hence the relation should be subClassOf.",1.0,
135,relation,Probable Error,is a type of,Error,[inferred] cluster completion,accept_direct,,,,,"Probable Error is a type of Error, which is a valid hierarchical relationship in the context of medical data issues.",0.9,,,
136,relation,Provenance,is associated with,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,"Provenance is associated with Monitoring Data as both are valid classes in the BrainIT ontology, and the relationship is semantically correct.",0.9,,,
137,relation,Therapy,is administered during,Patient Interventions,[inferred] cluster completion,accept_indirect,,,,,Therapy is administered during Patient Interventions via a traceable chain of intermediate concepts related to patient care and treatment.,0.85,,,
138,relation,Treatment Data,is associated with,Therapy,[inferred] cluster completion,accept_direct,,,,,Treatment Data is associated with Therapy as it pertains to the information regarding treatments administered to patients in neurointensive care.,0.95,,,
139,relation,Acute Respiratory Distress Syndrome,is associated with,Vasopressors,[inferred] cluster completion,accept_indirect,,,,,Acute Respiratory Distress Syndrome is associated with Vasopressors through the pathway: ARDS affects oxygenation → Vasopressors are used to manage blood pressure in critical care settings.,0.7,,,low_evidence
140,relation,Adrenaline,is administered during,Hypotension,[inferred] cluster completion,accept_direct,,,,,"Adrenaline is administered during Hypotension, which is a valid treatment relationship in neurointensive care.",0.9,,,
141,relation,Adrenaline,is administered during,Hypertension,[inferred] cluster completion,accept_direct,,,,,"Adrenaline is administered during Hypertension, as it is a common treatment for managing high blood pressure.",0.9,,,
142,relation,Hypertension,is influenced by,Noradrenaline,[inferred] cluster completion,accept_direct,,,,,"Hypertension is influenced by Noradrenaline, as Noradrenaline is known to increase blood pressure, making this relationship clinically valid.",0.9,,,
143,relation,Hypertension,is influenced by,Adrenaline,[inferred] cluster completion,accept_direct,,,,,"Hypertension is influenced by Adrenaline, as adrenaline affects blood pressure regulation directly in the context of neurointensive care.",0.9,,,
144,relation,Hypotension,is influenced by,Noradrenaline,[inferred] cluster completion,accept_direct,,,,,Hypotension is influenced by Noradrenaline as it is a known treatment to increase blood pressure in patients with this condition.,0.9,,,
145,relation,Hypotension,is influenced by,Adrenaline,[inferred] cluster completion,accept_direct,,,,,"Hypotension is influenced by Adrenaline, as adrenaline is known to affect blood pressure regulation in clinical settings.",0.9,,,
146,relation,Mean Arterial Pressure (MAP),is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,"Mean Arterial Pressure (MAP) is monitored by Sensor, which aligns with the definition of MAP as a physiological parameter and Sensor as a monitoring device.",0.95,,,
147,relation,Noradrenaline,is administered during,Hypotension,[inferred] cluster completion,accept_direct,,,,,"Noradrenaline is administered during Hypotension, as it is a therapy used to treat this condition in neurointensive care.",0.95,,,
148,relation,Noradrenaline,is administered during,Hypertension,[inferred] cluster completion,accept_direct,,,,,"Noradrenaline is administered during Hypertension, which is a valid treatment relationship in neurointensive care.",0.95,,,
149,relation,Sepsis,is associated with,Hypotension,[inferred] cluster completion,accept_direct,,,,,"Sepsis is associated with Hypotension as both are valid subclasses of Condition, and the relationship is clinically accurate.",0.9,,,
150,relation,Septic Shock,is associated with,Hypotension,[inferred] cluster completion,accept_direct,,,,,"Septic Shock is associated with Hypotension as both are valid subclasses of Condition, and the relation 'is associated with' holds directly between them.",0.9,,,
151,relation,Systemic Hypotension,is treated with,Vasopressors,[inferred] cluster completion,accept_direct,,,,,"Systemic Hypotension is treated with Vasopressors, which is a valid therapy for this condition in the neurointensive care context.",0.95,,,
152,relation,Vasopressors,is administered during,Systemic Hypotension,[inferred] cluster completion,accept_direct,,,,,Vasopressors is administered during Systemic Hypotension as it is a valid therapy for treating reduced systemic blood pressure in critical care settings.,0.95,,,
153,relation,Brain Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,"Brain Injury is a subclass of Condition, and the relation 'is a condition of' holds directly between them.",0.95,,,
154,relation,Brain Injury,is associated with,Cranial Injuries,[inferred] cluster completion,accept_direct,,,,,"Brain Injury is associated with Cranial Injuries as both are related to trauma and neurological deficits, making the relationship valid.",0.95,,,
155,relation,Brain Injury,is influenced by,Guideline Adherence,[inferred] cluster completion,accept_indirect,,,,,The relationship 'Brain Injury is influenced by Guideline Adherence' holds indirectly through 'Guideline Adherence affects clinical practice which impacts Brain Injury management.',0.7,,,low_evidence
156,relation,Cranial Injuries,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Cranial Injuries is associated with Brain Injury, as both are valid classes in the neurointensive care context and the relationship holds directly.",0.9,,,
157,relation,Cranial Injuries,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,"Cranial Injuries is a subclass of Brain Injury, which is a subclass of Condition; thus, the relationship holds directly.",0.9,,,
158,relation,Demographic Data,has demographic data,Patient,[inferred] cluster completion,revise,4.6,Demographic Data,hasDemographicData,Patient,The relation 'has demographic data' should be 'hasDemographicData' to align with the canonical BrainIT relation naming conventions.,0.9,The relation label 'has demographic data' needs to be changed to 'hasDemographicData' to align with BrainIT naming conventions.,1.0,
159,relation,Extracranial Injury,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Extracranial Injury is associated with Brain Injury as injuries outside the cranial cavity can complicate brain injuries, making the relationship clinically valid.",0.9,,,
160,relation,Guideline,informs,Guideline Adherence,[inferred] cluster completion,accept_direct,,,,,The relation 'informs' directly connects 'Guideline' and 'Guideline Adherence' as guidelines inform adherence to clinical practices.,0.9,,,
161,relation,Guideline Adherence,is associated with,Guideline,[inferred] cluster completion,accept_direct,,,,,Guideline Adherence is associated with Guideline as both are valid classes in the context of clinical practice and recommendations.,0.9,,,
162,relation,Guideline Adherence,affects outcome,Traumatic Brain Injury,[inferred] cluster completion,accept_indirect,,,,,"Guideline Adherence affects Outcome indirectly through its influence on clinical practice, which impacts patient outcomes in TBI.",0.7,,,low_evidence
163,relation,Head Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,"Head Injury is a subclass of Brain Injury, and Patient is a valid class receiving neurointensive care, making the relationship valid directly.",0.9,,,
164,relation,Head Injury,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Head Injury is associated with Brain Injury as both are valid subclasses of Brain Injury, confirming the relationship directly.",0.9,,,
165,relation,Head Trauma,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,"Head Trauma is a subclass of Brain Injury, which is a condition of Patient as per the preamble.",0.95,,,
166,relation,Head Trauma,is associated with,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,Head Trauma is associated with Traumatic Brain Injury as both are valid subclasses of Brain Injury and relate clinically in neurointensive care.,0.9,,,
167,relation,Mortality,is a risk factor for,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Mortality is a risk factor for Traumatic Brain Injury, as TBI is a leading cause of death, making the relationship clinically valid.",0.95,,,
168,relation,Neurological Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,"Neurological Injury is a subclass of Brain Injury, which is a condition of Patient as per the preamble.",0.95,,,
169,relation,Patient,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"The relationship 'Patient is associated with Brain Injury' is valid as Brain Injury is a subclass of Condition, which encompasses TBI patients.",0.9,,,
170,relation,Traumatic Brain Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,"Traumatic Brain Injury is a subclass of Condition, and Patient is a valid class receiving care for TBI, making the relationship valid.",0.95,,,
171,relation,Traumatic Brain Injury,is associated with,Head Trauma,[inferred] cluster completion,accept_direct,,,,,Traumatic Brain Injury is associated with Head Trauma as both are valid subclasses of Brain Injury and the relationship holds directly.,0.9,,,
172,relation,Traumatic Brain Injury,is influenced by,Guideline Adherence,[inferred] cluster completion,accept_indirect,,,,,Traumatic Brain Injury is influenced by Guideline Adherence via the pathway: Guideline Adherence affects clinical practice → clinical practice influences treatment of Traumatic Brain Injury.,0.85,,,
173,relation,Traumatic Intracranial Hypertension,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,"Traumatic Intracranial Hypertension is a subclass of Condition, and Patient is a valid class receiving care for such conditions; the relation holds directly.",0.95,,,
174,relation,Traumatic Intracranial Hypertension,is associated with,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,Traumatic Intracranial Hypertension is associated with Traumatic Brain Injury as both are valid subclasses of Brain Injury in the neurointensive care context.,0.9,,,
175,relation,Anterior Fossa Repair,has surgical procedure,Surgical Procedure,[inferred] cluster completion,accept_direct,,,,,The triple 'Anterior Fossa Repair has surgical procedure Surgical Procedure' is valid as Anterior Fossa Repair is a type of Surgical Procedure in the neurointensive care context.,0.9,,,
176,relation,CT Scan Assessment,assesses,Coma,[inferred] cluster completion,accept_direct,,,,,CT Scan Assessment assesses Coma as a valid clinical assessment of a medical condition in the neurointensive care context.,0.9,,,
177,relation,Extra Ventricular Drain Placement,hasMonitoringData,Intensive Care Management,[inferred] cluster completion,revise,4.4,Extra Ventricular Drain Placement,isMonitoredBy,Intensive Care Management,The relation 'hasMonitoringData' should be revised to 'isMonitoredBy' as 'Extra Ventricular Drain Placement' is monitored by 'Intensive Care Management' data.,0.9,The relation 'hasMonitoringData' should be 'isMonitoredBy' as 'Extra Ventricular Drain Placement' is monitored by 'Intensive Care Management'.,1.0,
178,relation,Intensive Care Management,has clinical assessment,Clinical Assessment,[inferred] cluster completion,accept_direct,,,,,Intensive Care Management hasClinicalAssessment Clinical Assessment is a direct relationship as Clinical Assessment is part of ICU management data.,0.9,,,
179,relation,Intensive Care Management,has monitoring data,Laboratory Values,[inferred] cluster completion,accept_direct,,,,,Intensive Care Management hasMonitoringData Laboratory Values is valid as Laboratory Values are routine tests performed during ICU management.,0.95,,,
180,relation,Laboratory Values,hasMonitoringData,Intensive Care Management,[inferred] cluster completion,revise,4.9,Laboratory Values,subClassOf,Monitoring Data,"Laboratory Values should be a subclass of Monitoring Data, not haveMonitoringData; the relation should reflect the subclass relationship.",0.9,"Laboratory Values should be a subclass of Monitoring Data as per the preamble, reflecting the hierarchy of monitoring parameters.",1.0,
181,relation,Nursing Intervention,is administered during,Session,[inferred] cluster completion,accept_direct,,,,,"Nursing Intervention is administered during Session, as both classes are valid within the neurointensive care context and the relationship holds directly.",0.9,,,
182,relation,Physiotherapy,is administered during,Session,[inferred] cluster completion,revise,4.9,Physiotherapy,subClassOf,Nursing Intervention,Physiotherapy sessions should be classified as a Nursing Intervention rather than a direct relation to Session; revise to 'Physiotherapy isA Nursing Intervention'.,0.85,"Physiotherapy is classified as a Nursing Intervention per the preamble, so the relation should be subClassOf.",1.0,
183,relation,Barbiturates,is administered during,Decompressive Craniectomy,[inferred] cluster completion,accept_direct,,,,,Barbiturates is administered during Decompressive Craniectomy is a valid relationship as Barbiturates are used for sedation in surgical procedures.,0.9,,,
184,relation,Cerebrovascular Autoregulation,is influenced by,Decompressive Craniectomy,[inferred] cluster completion,accept_indirect,,,,,Cerebrovascular Autoregulation is influenced by Decompressive Craniectomy indirectly via the relationship of surgical procedures affecting secondary insults in neurointensive care.,0.7,,,low_evidence
185,relation,Evacuation of Mass Lesion,has surgical procedure,Decompressive Craniectomy,[inferred] cluster completion,accept_direct,,,,,Evacuation of Mass Lesion has surgical procedure Decompressive Craniectomy is valid as both are subclasses of Surgical Procedure in the preamble.,0.9,,,
186,relation,Jugular Venous Desaturation,is monitored by,Jugular Venous Oxygen Saturation,[inferred] cluster completion,accept_direct,,,,,"Jugular Venous Desaturation is monitored by Jugular Venous Oxygen Saturation, which is a valid monitoring relationship in the neurointensive care domain.",0.9,,,
187,relation,Management,receivesTherapy,Barbiturates,[inferred] cluster completion,revise,4.4,Barbiturates,isTreatedWith,Management,"Management should be replaced with a specific therapy class as 'receivesTherapy' requires a therapy object, not a process.",0.9,"Barbiturates is a therapy, so the relation should connect it directly to the process of Management as 'isTreatedWith'.",0.9,
188,relation,Microdialysis,is monitored by,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,accept_direct,,,,,"Microdialysis is monitored by Partial Pressure of Brain Tissue Oxygen, as both are valid parameters in the monitoring data category.",0.9,,,
189,relation,Removal of Foreign Body,has surgical procedure,Evacuation of Mass Lesion,[inferred] cluster completion,accept_direct,,,,,Removal of Foreign Body has surgical procedure Evacuation of Mass Lesion is valid as both are subclasses of Surgical Procedure in the neurointensive care context.,0.9,,,
190,relation,EUSIG Grade,isAConditionOf,Secondary Insult,[inferred] cluster completion,reject,,,,,EUSIG Grade does not directly relate to Secondary Insult as a condition; it is a classification system rather than a condition itself.,0.7,,,low_evidence
191,relation,Secondary Brain Injury,is a condition of,Secondary Insult,[inferred] cluster completion,accept_indirect,,,,,"Secondary Brain Injury is a subclass of Brain Injury, which is a subclass of Condition; thus, the relationship holds indirectly through these hierarchies.",0.85,,,
192,relation,Secondary Brain Injury,worsens,Outcome,[inferred] cluster completion,accept_direct,,,,,Secondary Brain Injury worsens Outcome is clinically valid as secondary injuries can negatively impact patient outcomes in neurointensive care.,0.9,,,
193,relation,Secondary Insult,receivesTherapy,Secondary Insult Therapy,[inferred] cluster completion,revise,4.4,Secondary Insult Therapy,isAdministeredDuring,Secondary Insult,The relation 'receivesTherapy' is incorrect as 'Secondary Insult' should not receive therapy directly; it should be 'Secondary Insult Therapy' that is administered to treat it.,0.9,The relation 'receivesTherapy' is incorrect; 'Secondary Insult Therapy' should be the one administered to treat 'Secondary Insult'.,0.9,
194,relation,Secondary Insult Grades,defines,Secondary Insult,[inferred] cluster completion,accept_indirect,,,,,"Secondary Insult Grades defines Secondary Insult indirectly through the classification of hypotensive events, linking to the broader concept of additional injuries or complications.",0.7,,,low_evidence
195,relation,Secondary Insult Therapy,is administered during,Secondary Insult,[inferred] cluster completion,accept_direct,,,,,The relationship 'Secondary Insult Therapy is administered during Secondary Insult' is valid as therapy is intended to address secondary insults directly.,0.9,,,
196,relation,Secondary Insult Therapy,reduces,Secondary Brain Injury,[inferred] cluster completion,accept_direct,,,,,Secondary Insult Therapy reduces Secondary Brain Injury is a valid direct relationship as therapies target conditions directly related to patient outcomes.,0.95,,,
197,relation,Secondary Insult Treatment,targets condition,Secondary Insult,[inferred] cluster completion,accept_direct,,,,,Secondary Insult Treatment targets Secondary Insult as it directly relates to the management of complications following the initial injury.,0.9,,,
198,relation,Analgesia,receivesTherapy,Patient Transport,[inferred] cluster completion,revise,4.9,Analgesia,subClassOf,Baseline Therapy,Analgesia is a subclass of Baseline Therapy; the relation 'receivesTherapy' should be 'isATypeOf' or similar to reflect this hierarchy.,0.8,"Analgesia is a subclass of Baseline Therapy, as per the preamble, so the relation should be subClassOf.",1.0,
199,relation,Analgesia,affectsOutcome,Poor Outcome,[inferred] cluster completion,accept_direct,,,,,"Analgesia affects Outcome is a valid relationship as Analgesia is a type of Baseline Therapy that can influence patient outcomes, which include Poor Outcome.",0.9,,,
200,relation,Anti-hypertensives,receivesTherapy,Ventilation,[inferred] cluster completion,revise,4.4,Anti-hypertensives,isAdministeredDuring,Ventilation,"Anti-hypertensives is a therapy, but Ventilation is not; the relation 'receivesTherapy' requires a valid therapy as the object.",0.9,The relation 'receivesTherapy' is incorrect; 'Anti-hypertensives' should be 'isAdministeredDuring' the process of 'Ventilation'.,1.0,
201,relation,Anti-pyretics,hasMonitoringData,Temperature,[inferred] cluster completion,accept_direct,,,,,Anti-pyretics hasMonitoringData Temperature is valid as Temperature is a physiological parameter monitored in relation to therapies like Anti-pyretics.,0.95,,,
202,relation,Anti-pyretics,affectsOutcome,Poor Outcome,[inferred] cluster completion,accept_direct,,,,,"Anti-pyretics affects Outcome is valid as Anti-pyretics are therapies that can influence patient outcomes, specifically poor outcomes in TBI patients.",0.9,,,
203,relation,Antibiotics,receivesTherapy,Patient Transport,[inferred] cluster completion,revise,4.4,Antibiotics,isAssociatedWith,Surgical Procedure,"Antibiotics should not 'receive' Patient Transport; instead, Patient Transport should be associated with a surgical procedure or clinical assessment.",0.85,"Antibiotics should be associated with a Surgical Procedure instead of receiving Patient Transport, as per the context provided.",1.0,
204,relation,Electrocardiogram (ECG),is monitored by,Ventilator,[inferred] cluster completion,reject,,,,,"'Electrocardiogram (ECG) is monitored by Ventilator' is incorrect as ECG is a monitoring data type, not a monitored entity; the relation does not hold.",0.7,,,low_evidence
205,relation,EtCO2,is monitored by,Ventilator,[inferred] cluster completion,accept_direct,,,,,"EtCO2 is a Core Monitoring Parameter and Ventilator is a monitoring method, making the relationship 'is monitored by' valid and direct.",0.9,,,
206,relation,EtCO2,measures parameter,Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,EtCO2 measuresParameter Carbon Dioxide is valid as EtCO2 is a monitoring parameter that directly assesses the level of carbon dioxide in the body.,0.95,,,
207,relation,Impedance Plethmography,hasMonitoringData,Ventilator,[inferred] cluster completion,reject,,,,,Impedance Plethmography is not validly related to Ventilator through 'hasMonitoringData'; the relationship does not hold between these classes.,0.9,,,
208,relation,Insult,is a risk factor for,Poor Outcome,[inferred] cluster completion,accept_direct,,,,,"Insult is a subclass of Secondary Insult, which is clinically recognized as a risk factor for Poor Outcome in neurointensive care contexts.",0.9,,,
209,relation,Insult,isAssociatedWith,Ventilation,[inferred] cluster completion,revise,4.4,Insult,isMonitoredBy,Ventilation,The relation 'isAssociatedWith' should be replaced with 'isMonitoredBy' as Insult is monitored by Mechanical Ventilation settings.,0.9,The relation 'isAssociatedWith' should be 'isMonitoredBy' as Insult is monitored by Mechanical Ventilation settings.,1.0,
