triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
123,relation,Brain Injury,has outcome,Outcome Data,"collection of admission, monitoring, treatment and outcome data from patients with brain injury.",accept_indirect,,,,,Brain Injury can lead to Outcome Data through the relationship of treatment and monitoring outcomes.,0.7,,,low_evidence
124,relation,Brain Injury,is managed by,Management,"aid health authorities to monitor, maintain and raise intra and trans-national standards in the management of patients with brain injury.",accept_direct,,,,,Management is a valid process for addressing Brain Injury in neurointensive care.,0.85,,,
125,relation,Patient,has monitoring data,Observation,pd:Patient as a ssn:FeatureOfInterest,accept_direct,,,,,Patients in neurointensive care have monitoring data recorded through observations.,0.95,,,
126,relation,Timepoint,is associated with,Reading,Each Timepoint is associated with a set of Readings,accept_direct,,,,,The relationship between Timepoint and Reading is directly supported by the definition provided.,0.95,,,
127,relation,Sensor,produced by sensor,Reading,the machines/sensors that produced them,accept_direct,,,,,The relationship 'produced by' correctly describes the direct association between Sensor and Reading.,0.9,,,
128,relation,Sepsis,is associated with,Outcome Data,Improving the standards and resolution for multicentre data collection will also impact upon the assessment of new medical technology of relevance to the medical device industry.,accept_direct,,,,,Sepsis is clinically associated with Outcome Data in neurointensive care.,0.85,,,
129,relation,Arterial Pressors,targets condition,Arterial Hypotension,targets condition(Hypotension → Vasopressors),accept_direct,,,,,Arterial Pressors are used to target Arterial Hypotension in neurointensive care.,0.85,,,
130,relation,Clinical Research Form,has clinical assessment,Clinical Assessment,has clinical assessment(Patient → Clinical Assessment),accept_indirect,,,,,The relationship holds via the chain: Clinical Research Form → records → Clinical Assessment.,0.7,,,low_evidence
131,relation,End-tidal Carbon Dioxide,has monitoring data,Monitoring Data,has monitoring data(EtCO2 → Monitoring Data),accept_direct,,,,,The relationship 'End-tidal Carbon Dioxide has monitoring data Monitoring Data' is semantically correct.,0.9,,,
132,relation,Error,is associated with,Monitoring Data,monitoring indicates condition(Monitoring Data → Condition),accept_direct,,,,,Error can directly affect Monitoring Data in clinical settings.,0.85,,,
133,relation,Injuries,has outcome,Outcome Data,has outcome(Brain Injury → Outcome Data),reject,,,,,The relationship 'has outcome' does not hold between 'Injuries' and 'Outcome Data' as defined.,0.85,,,
134,relation,Intensive Care Management,is managed by,Management,is managed by(Brain Injury → Management),reject,,,,,The relationship 'is managed by' does not hold between 'Intensive Care Management' and 'Management' as defined.,0.85,,,
135,relation,NIBP,has monitoring data,Monitoring Data,has monitoring data(Mean Arterial Pressure → Monitoring Data),accept_direct,,,,,"NIBP is a valid subclass of Monitoring Data, and the relationship holds directly.",0.9,,,
136,relation,Provenance,has monitoring data,Monitoring Data,has monitoring data(Patient → Monitoring Data),accept_direct,,,,,The relationship 'Provenance has monitoring data' is semantically correct as monitoring data is directly related to provenance in clinical contexts.,0.85,,,
137,relation,Substance Abuse,targets condition,Condition,targets condition(Hypotension → Vasopressors),reject,,,,,Substance Abuse does not target Condition as defined; the relationship is clinically implausible.,0.9,,,
138,relation,Adverse Event,is associated with,Clinical Outcome,[inferred] cluster completion,accept_direct,,,,,Adverse Event is clinically associated with Clinical Outcome in the context of medical interventions.,0.85,,,
139,relation,Clinical Outcome,is influenced by,Patient Interventions,[inferred] cluster completion,accept_direct,,,,,Patient Interventions directly influence Clinical Outcome in neurointensive care.,0.85,,,
140,relation,Clinical Outcome,relates to clinical outcome,Outcome Data,[inferred] cluster completion,accept_direct,,,,,Clinical Outcome is directly related to Outcome Data as both pertain to patient health status post-treatment.,0.85,,,
141,relation,Clinical Practice,is influenced by,Clinical Reminders,[inferred] cluster completion,accept_direct,,,,,Clinical reminders directly influence clinical practice by providing automated notifications for adherence to guidelines.,0.85,,,
142,relation,Clinical Reminders,triggers intervention,Patient Interventions,[inferred] cluster completion,accept_direct,,,,,Clinical Reminders can directly trigger Patient Interventions in neurointensive care.,0.85,,,
143,relation,Data Quality Assessment,assesses,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,The relationship 'assesses' directly connects Data Quality Assessment to Monitoring Data in the context of evaluating ICU data quality.,0.9,,,
144,relation,Injuries,is a risk factor for,Adverse Event,[inferred] cluster completion,accept_indirect,,,,,Injuries can lead to adverse events through the pathway of increased risk factors for complications.,0.7,,,low_evidence
145,relation,Monitoring Data,is monitored by,Core Monitoring Parameter,[inferred] cluster completion,accept_direct,,,,,Monitoring Data is directly related to Core Monitoring Parameter as it encompasses the parameters being monitored.,0.9,,,
146,relation,Monitoring Data,produced by sensor,Sensor,[inferred] cluster completion,accept_direct,,,,,The relationship 'Monitoring Data produced by Sensor' is valid and directly holds between the two classes.,0.95,,,
147,relation,Outcome,is related to,Clinical Outcome,[inferred] cluster completion,accept_indirect,,,,,Outcome is related to Clinical Outcome through the concept of patient health status after treatment.,0.7,,,low_evidence
148,relation,Outcome Data,is associated with,Clinical Outcome,[inferred] cluster completion,accept_direct,,,,,Outcome Data is directly associated with Clinical Outcome in the context of medical treatment results.,0.85,,,
149,relation,Patient Interventions,targets condition,Injuries,[inferred] cluster completion,reject,,,,,The relationship 'targets condition' does not hold between 'Patient Interventions' and 'Injuries' as defined.,0.85,,,
150,relation,Physiological Data,is monitored by,Core Monitoring Parameter,[inferred] cluster completion,accept_indirect,,,,,Physiological Data is reflected by Core Monitoring Parameters through monitoring processes.,0.7,,,low_evidence
151,relation,Possible Error,is a type of,Error,[inferred] cluster completion,reject,,,,,The relationship 'Possible Error is a type of Error' is semantically incorrect as it does not align with the defined classes.,0.85,,,
152,relation,Probable Error,is a type of,Error,[inferred] cluster completion,reject,,,,,The relationship 'Probable Error is a type of Error' is semantically incorrect as 'Probable Error' should not be classified under 'Error'.,0.85,,,
153,relation,Provenance,is associated with,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,The relationship 'Provenance is associated with Monitoring Data' is clinically valid and directly connects the two classes.,0.85,,,
154,relation,Substance Abuse,is a risk factor for,Injuries,[inferred] cluster completion,reject,,,,,Substance Abuse is not a recognized risk factor for Injuries in the context of neurointensive care.,0.85,,,
155,relation,Therapy,is administered during,Patient Interventions,[inferred] cluster completion,reject,,,,,The relationship 'is administered during' does not accurately connect 'Therapy' and 'Patient Interventions'.,0.85,,,
156,relation,Treatment Data,is associated with,Therapy,[inferred] cluster completion,accept_direct,,,,,Treatment Data is directly associated with Therapy as it pertains to administered treatments.,0.85,,,
157,relation,Acute Respiratory Distress Syndrome,is associated with,Vasopressors,[inferred] cluster completion,accept_indirect,,,,,"Vasopressors are used to manage hypotension, which can be associated with Acute Respiratory Distress Syndrome through the pathway of secondary insults.",0.7,,,low_evidence
158,relation,Adrenaline,is administered during,Hypotension,[inferred] cluster completion,accept_direct,,,,,Adrenaline is administered during hypotension as a treatment for this condition.,0.85,,,
159,relation,Adrenaline,is administered during,Hypertension,[inferred] cluster completion,accept_direct,,,,,Adrenaline is administered during hypertension as a treatment to manage blood pressure.,0.85,,,
160,relation,Hypertension,is influenced by,Noradrenaline,[inferred] cluster completion,accept_direct,,,,,"Hypertension is influenced by Noradrenaline, as it is a known physiological relationship in clinical practice.",0.85,,,
161,relation,Hypertension,is influenced by,Adrenaline,[inferred] cluster completion,accept_direct,,,,,"Hypertension can be influenced by adrenaline, which is a known physiological relationship.",0.85,,,
162,relation,Hypotension,is influenced by,Noradrenaline,[inferred] cluster completion,accept_direct,,,,,Hypotension is directly influenced by Noradrenaline as it is used to increase blood pressure.,0.85,,,
163,relation,Hypotension,is influenced by,Adrenaline,[inferred] cluster completion,accept_direct,,,,,Hypotension can be influenced by Adrenaline in clinical practice.,0.85,,,
164,relation,Mean Arterial Pressure (MAP),is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,Mean Arterial Pressure is directly monitored by a Sensor.,0.95,,,
165,relation,Noradrenaline,is administered during,Hypotension,[inferred] cluster completion,accept_direct,,,,,Noradrenaline is commonly administered to treat hypotension in critically ill patients.,0.9,,,
166,relation,Noradrenaline,is administered during,Hypertension,[inferred] cluster completion,accept_direct,,,,,Noradrenaline is clinically used to manage hypertension by increasing blood pressure.,0.85,,,
167,relation,Sepsis,is associated with,Hypotension,[inferred] cluster completion,accept_direct,,,,,Sepsis and hypotension are clinically associated conditions in neurointensive care.,0.85,,,
168,relation,Septic Shock,is associated with,Hypotension,[inferred] cluster completion,accept_direct,,,,,Septic Shock is clinically associated with Hypotension as both are conditions relevant to critical care.,0.85,,,
169,relation,Systemic Hypotension,is treated with,Vasopressors,[inferred] cluster completion,accept_direct,,,,,"Systemic Hypotension is clinically treated with Vasopressors, establishing a direct relationship.",0.95,,,
170,relation,Vasopressors,is administered during,Systemic Hypotension,[inferred] cluster completion,accept_direct,,,,,Vasopressors are directly administered to treat systemic hypotension in critical care settings.,0.9,,,
171,relation,Brain Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,Brain Injury is a condition affecting a Patient in neurointensive care.,0.85,,,
172,relation,Brain Injury,is associated with,Cranial Injuries,[inferred] cluster completion,accept_direct,,,,,Brain Injury is directly associated with Cranial Injuries as both pertain to trauma-related conditions.,0.85,,,
173,relation,Brain Injury,is influenced by,Guideline Adherence,[inferred] cluster completion,reject,,,,,The relationship 'is influenced by' does not hold between Brain Injury and Guideline Adherence.,0.85,,,
174,relation,Cranial Injuries,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,Cranial Injuries are clinically associated with Brain Injury in the context of trauma.,0.85,,,
175,relation,Cranial Injuries,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,Cranial Injuries are a recognized condition affecting patients in neurointensive care.,0.85,,,
176,relation,Demographic Data,has demographic data,Patient,[inferred] cluster completion,revise,4.8,Patient,hasDemographicData,Demographic Data,The relationship should be 'Patient hasDemographicData DemographicData' instead of the current structure.,0.85,Swapping subject and object corrects the relationship structure.,0.95,
177,relation,Extracranial Injury,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,Extracranial Injury is clinically associated with Brain Injury in neurointensive care.,0.85,,,
178,relation,Guideline,informs,Guideline Adherence,[inferred] cluster completion,accept_direct,,,,,Guidelines directly inform guideline adherence in clinical practice.,0.85,,,
179,relation,Guideline Adherence,is associated with,Guideline,[inferred] cluster completion,accept_direct,,,,,Guideline Adherence is directly associated with Guideline as both pertain to clinical practice standards.,0.9,,,
180,relation,Guideline Adherence,affects outcome,Traumatic Brain Injury,[inferred] cluster completion,accept_indirect,,,,,Guideline adherence affects outcomes through improved clinical practices related to traumatic brain injury management.,0.7,,,low_evidence
181,relation,Head Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,Head Injury is a recognized condition affecting patients in neurointensive care.,0.9,,,
182,relation,Head Injury,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Head Injury is a type of Brain Injury, establishing a direct association.",0.9,,,
183,relation,Head Trauma,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,Head Trauma is a recognized condition affecting patients in neurointensive care.,0.9,,,
184,relation,Head Trauma,is associated with,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Head Trauma is a type of Traumatic Brain Injury, making the association valid.",0.9,,,
185,relation,Mortality,is a risk factor for,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,Mortality is a recognized risk factor for Traumatic Brain Injury.,0.85,,,
186,relation,Neurological Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,Neurological Injury is a condition affecting patients in neurointensive care.,0.85,,,
187,relation,Patient,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,The relationship 'Patient is associated with Brain Injury' is clinically valid and direct.,0.95,,,
188,relation,Traumatic Brain Injury,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,Traumatic Brain Injury is a recognized condition affecting patients in neurointensive care.,0.9,,,
189,relation,Traumatic Brain Injury,is associated with,Head Trauma,[inferred] cluster completion,accept_direct,,,,,Traumatic Brain Injury is clinically associated with Head Trauma as both pertain to brain injuries.,0.85,,,
190,relation,Traumatic Brain Injury,is influenced by,Guideline Adherence,[inferred] cluster completion,accept_indirect,,,,,Guideline Adherence indirectly influences Traumatic Brain Injury management through improved clinical practices.,0.7,,,low_evidence
191,relation,Traumatic Intracranial Hypertension,is a condition of,Patient,[inferred] cluster completion,accept_direct,,,,,Traumatic Intracranial Hypertension is a recognized condition affecting patients in neurointensive care.,0.95,,,
192,relation,Traumatic Intracranial Hypertension,is associated with,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Traumatic Intracranial Hypertension is clinically associated with Traumatic Brain Injury, reflecting a direct relationship in neurointensive care.",0.85,,,
193,relation,Anterior Fossa Repair,is monitored by,Intensive Care Management,[inferred] cluster completion,reject,,,,,The relationship 'is monitored by' does not hold between 'Anterior Fossa Repair' and 'Intensive Care Management'.,0.85,,,
194,relation,Anterior Fossa Repair,has surgical procedure,Surgical Procedure,[inferred] cluster completion,accept_direct,,,,,The relationship between Anterior Fossa Repair and Surgical Procedure is valid and direct as it describes a specific type of surgical procedure.,0.85,,,
195,relation,Bedside Intervention,has nursing intervention,Nursing Intervention,[inferred] cluster completion,accept_direct,,,,,"Bedside Intervention is a type of Nursing Intervention, making the relationship valid.",0.85,,,
196,relation,CT Scan Assessment,assesses,Coma,[inferred] cluster completion,accept_direct,,,,,CT Scan Assessment directly assesses Coma as part of clinical evaluation.,0.85,,,
197,relation,CT Scan Assessment,is monitored by,Intensive Care Management,[inferred] cluster completion,reject,,,,,CT Scan Assessment is not directly monitored by Intensive Care Management; they are distinct concepts.,0.85,,,
198,relation,Clinical Assessment,has monitoring data,Intensive Care Management,[inferred] cluster completion,reject,,,,,The relationship 'has monitoring data' does not hold between 'Clinical Assessment' and 'Intensive Care Management'.,0.85,,,
199,relation,Extra Ventricular Drain Placement,is monitored by,Intensive Care Management,[inferred] cluster completion,reject,,,,,The relationship 'is monitored by' does not hold between 'Extra Ventricular Drain Placement' and 'Intensive Care Management'.,0.85,,,
200,relation,Intensive Care Management,has clinical assessment,Clinical Assessment,[inferred] cluster completion,accept_direct,,,,,Clinical Assessment is a valid aspect of Intensive Care Management in neurointensive care.,0.85,,,
201,relation,Intensive Care Management,has monitoring data,Laboratory Values,[inferred] cluster completion,accept_indirect,,,,,ICU management data indirectly relates to laboratory values through monitoring data as part of patient care.,0.7,,,low_evidence
202,relation,Laboratory Values,is monitored by,Intensive Care Management,[inferred] cluster completion,reject,,,,,The relationship 'is monitored by' does not correctly apply between 'Laboratory Values' and 'Intensive Care Management'.,0.85,,,
203,relation,Nursing Intervention,is administered during,Session,[inferred] cluster completion,accept_direct,,,,,Nursing Intervention is directly administered during a Session in the ICU context.,0.85,,,
204,relation,Physiotherapy,is administered during,Session,[inferred] cluster completion,reject,,,,,The relationship 'is administered during' does not correctly connect 'Physiotherapy' and 'Session' as defined in the ontology.,0.85,,,
205,relation,Routine Nursing Care,is administered during,Session,[inferred] cluster completion,accept_direct,,,,,Routine Nursing Care is directly administered during a Session in the ICU.,0.85,,,
206,relation,Surgical Procedure,is monitored by,Intensive Care Management,[inferred] cluster completion,reject,,,,,The relationship 'is monitored by' does not correctly apply between Surgical Procedure and Intensive Care Management.,0.85,,,
207,relation,Barbiturates,is administered during,Decompressive Craniectomy,[inferred] cluster completion,accept_direct,,,,,"Barbiturates are commonly administered during Decompressive Craniectomy for sedation, making the relationship valid.",0.85,,,
208,relation,Cerebrovascular Autoregulation,is influenced by,Decompressive Craniectomy,[inferred] cluster completion,accept_indirect,,,,,Cerebrovascular Autoregulation is influenced by Decompressive Craniectomy through the pathway of surgical intervention affecting cerebral blood flow.,0.7,,,low_evidence
209,relation,Condition,is a condition of,Hypoperfusion,[inferred] cluster completion,reject,,,,,The relationship 'is a condition of' does not hold between 'Condition' and 'Hypoperfusion'.,0.85,,,
210,relation,Evacuation of Mass Lesion,has surgical procedure,Decompressive Craniectomy,[inferred] cluster completion,revise,4.4,Evacuation of Mass Lesion,is a type of,Decompressive Craniectomy,The relation label should be 'is a type of' instead of 'has surgical procedure'.,0.85,The relation label should be 'is a type of' instead of 'has surgical procedure'.,0.9,
211,relation,Hypoperfusion,is associated with,Condition,[inferred] cluster completion,reject,,,,,The relationship between Hypoperfusion and Condition is incorrect as they are not directly associated in the context provided.,0.85,,,
212,relation,Jugular Venous Desaturation,is monitored by,Jugular Venous Oxygen Saturation,[inferred] cluster completion,accept_direct,,,,,Jugular Venous Desaturation is directly monitored by Jugular Venous Oxygen Saturation.,0.9,,,
213,relation,Management,is managed by,Barbiturates,[inferred] cluster completion,reject,,,,,"Management is not a valid class in the ontology, making the relationship semantically incorrect.",0.9,,,
214,relation,Microdialysis,is monitored by,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,accept_indirect,,,,,Microdialysis is related to Partial Pressure of Brain Tissue Oxygen through the monitoring of physiological parameters.,0.8,,,
215,relation,Removal of Foreign Body,has surgical procedure,Evacuation of Mass Lesion,[inferred] cluster completion,revise,4.4,Removal of Foreign Body,is a type of,Evacuation of Mass Lesion,The relation label should be 'is a type of' instead of 'has surgical procedure'.,0.85,The relation label should be changed to 'is a type of' to accurately reflect the relationship.,0.9,
216,relation,EUSIG Grade,defines,Secondary Insult,[inferred] cluster completion,reject,,,,,EUSIG Grade does not define Secondary Insult; it categorizes it instead.,0.85,,,
217,relation,Secondary Brain Injury,is a condition of,Secondary Insult,[inferred] cluster completion,accept_direct,,,,,"Secondary Brain Injury is a condition that can result from a Secondary Insult, establishing a direct relationship.",0.85,,,
218,relation,Secondary Brain Injury,worsens,Outcome,[inferred] cluster completion,accept_indirect,,,,,Secondary Brain Injury can worsen Outcome through the pathway of increased complications affecting patient recovery.,0.7,,,low_evidence
219,relation,Secondary Insult,triggers intervention,Secondary Insult Therapy,[inferred] cluster completion,accept_direct,,,,,Secondary Insult triggers intervention through Secondary Insult Therapy in neurointensive care.,0.85,,,
220,relation,Secondary Insult Grades,defines,Secondary Insult,[inferred] cluster completion,reject,,,,,The relationship 'defines' does not accurately represent the connection between 'Secondary Insult Grades' and 'Secondary Insult'.,0.85,,,
221,relation,Secondary Insult Therapy,is administered during,Secondary Insult,[inferred] cluster completion,accept_direct,,,,,The relationship between Secondary Insult Therapy and Secondary Insult is clinically valid and directly applicable in neurointensive care.,0.85,,,
222,relation,Secondary Insult Therapy,reduces,Secondary Brain Injury,[inferred] cluster completion,accept_direct,,,,,Secondary Insult Therapy directly reduces the impact of Secondary Brain Injury.,0.85,,,
223,relation,Secondary Insult Treatment,targets condition,Secondary Insult,[inferred] cluster completion,reject,,,,,The relationship 'targets condition' does not hold between 'Secondary Insult Treatment' and 'Secondary Insult'.,0.85,,,
224,relation,Analgesia,is administered during,Patient Transport,[inferred] cluster completion,reject,,,,,Analgesia is not specifically administered during Patient Transport; this relationship is clinically implausible.,0.85,,,
225,relation,Analgesia,reduces,Poor Outcome,[inferred] cluster completion,reject,,,,,Analgesia does not directly reduce Poor Outcome; the relationship is clinically implausible.,0.85,,,
226,relation,Anti-hypertensives,is administered during,Ventilation,[inferred] cluster completion,reject,,,,,Anti-hypertensives are not directly administered during mechanical ventilation settings and management; the relationship is clinically implausible.,0.85,,,
227,relation,Anti-pyretics,targets condition,Temperature,[inferred] cluster completion,reject,,,,,Anti-pyretics do not target Temperature as a condition; they target fever or hyperthermia directly.,0.85,,,
228,relation,Anti-pyretics,reduces,Poor Outcome,[inferred] cluster completion,reject,,,,,Anti-pyretics do not directly reduce Poor Outcome; the relationship is clinically implausible.,0.85,,,
229,relation,Antibiotics,is administered during,Patient Transport,[inferred] cluster completion,reject,,,,,Antibiotics are not typically administered during Patient Transport; this relationship is clinically implausible.,0.85,,,
230,relation,Electrocardiogram (ECG),is monitored by,Ventilator,[inferred] cluster completion,reject,,,,,Electrocardiogram (ECG) is not monitored by a Ventilator; they serve different monitoring functions.,0.85,,,
231,relation,EtCO2,is monitored by,Ventilator,[inferred] cluster completion,accept_direct,,,,,EtCO2 is directly monitored by a ventilator in neurointensive care.,0.85,,,
232,relation,EtCO2,measures parameter,Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,EtCO2 directly measures Carbon Dioxide as a monitored parameter in neurointensive care.,0.9,,,
233,relation,Impedance Plethmography,is monitored by,Ventilator,[inferred] cluster completion,reject,,,,,Impedance Plethmography is not directly monitored by a Ventilator; they serve different functions in patient care.,0.85,,,
234,relation,Insult,is a risk factor for,Poor Outcome,[inferred] cluster completion,accept_direct,,,,,Insult is a recognized risk factor for Poor Outcome in neurointensive care.,0.85,,,
235,relation,Insult,triggers intervention,Ventilation,[inferred] cluster completion,reject,,,,,The relationship 'triggers intervention' does not hold between 'Insult' and 'Ventilation' as stated.,0.85,,,
236,relation,Paralysis,is a condition of,Neurological Injury,[inferred] cluster completion,reject,,,,,Paralysis is not classified as a condition of Neurological Injury; it is a type of intervention.,0.85,,,
237,relation,Paralysis,affects outcome,Poor Outcome,[inferred] cluster completion,accept_indirect,,,,,Paralysis can affect outcome through its impact on patient recovery and rehabilitation processes.,0.7,,,low_evidence
238,relation,Patient Transport,is associated with,Ventilation,[inferred] cluster completion,accept_indirect,,,,,Patient Transport is related to Ventilation through the context of patient management during transport.,0.7,,,low_evidence
239,relation,Patient Transport,is administered during,Analgesia,[inferred] cluster completion,reject,,,,,Patient Transport is not directly associated with Analgesia in a clinically valid manner.,0.85,,,
240,relation,Poor Outcome,is influenced by,Insult,[inferred] cluster completion,accept_indirect,,,,,"Poor Outcome is influenced by Insult through the relationship of Outcome being affected by Condition, which includes Insult as a subclass.",0.7,,,low_evidence
241,relation,Poor Outcome,is associated with,Paralysis,[inferred] cluster completion,reject,,,,,"Poor Outcome is not a valid class in the context of neurointensive care, making the relationship clinically implausible.",0.85,,,
242,relation,Sjo2,is monitored by,Ventilator,[inferred] cluster completion,reject,,,,,Sjo2 is not directly monitored by a Ventilator; it is typically monitored by other devices like pulse oximeters.,0.85,,,
243,relation,Skull Fracture Elevation,is associated with,Head Injury,[inferred] cluster completion,accept_direct,,,,,Skull Fracture Elevation is clinically associated with Head Injury in neurointensive care.,0.85,,,
244,relation,TCD,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,TCD is a monitoring parameter that is directly monitored by a sensor.,0.9,,,
245,relation,Ventilation,is managed by,Ventilator,[inferred] cluster completion,accept_direct,,,,,Mechanical ventilation settings are directly managed by a ventilator in neurointensive care.,0.9,,,
246,relation,Ventilation,is associated with,Patient Transport,[inferred] cluster completion,reject,,,,,The relationship 'is associated with' does not hold between 'Ventilation' and 'Patient Transport' in a direct or indirect manner.,0.85,,,
247,relation,White Blood Cell Count,has laboratory value,Haematology,[inferred] cluster completion,reject,,,,,"The relationship 'has laboratory value' does not correctly apply to the classes given, as White Blood Cell Count is not a subclass of Haematology.",0.85,,,
248,relation,Brain Temperature,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,"Brain Temperature is a monitored parameter, and Sensor is used to monitor physiological parameters directly.",0.9,,,
249,relation,Brain Temperature,has monitoring data,Timepoint,[inferred] cluster completion,accept_direct,,,,,Brain Temperature is an optional monitoring parameter and is directly associated with Timepoint in monitoring data.,0.85,,,
250,relation,Heart Rate,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,Heart Rate is a physiological parameter that is directly monitored by a Sensor.,0.95,,,
251,relation,Heart Rate,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,"Heart Rate does not have a direct relationship with Timepoint as it is a parameter, not a monitoring data type.",0.85,,,
252,relation,ICP Sensor Placement,is related to,Sensor,[inferred] cluster completion,accept_direct,,,,,The relationship between ICP Sensor Placement and Sensor is valid as the placement is directly related to the function of the sensor.,0.9,,,
253,relation,Measurement Time,has timepoint,Timepoint,[inferred] cluster completion,accept_direct,,,,,The relationship 'Measurement Time has timepoint Timepoint' is semantically correct and directly holds between the two classes.,0.9,,,
254,relation,NIBP,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,"NIBP is indeed monitored by a Sensor, aligning with the definitions provided.",0.9,,,
255,relation,NIBP,has monitoring data,Timepoint,[inferred] cluster completion,accept_direct,,,,,NIBP is a type of monitoring data directly associated with timepoints in monitoring.,0.85,,,
256,relation,Observation,is measured at,Timepoint,[inferred] cluster completion,accept_direct,,,,,Observation is directly associated with Timepoint as it represents measurements recorded at specific moments.,0.9,,,
257,relation,Parameter,is measured by,Sensor,[inferred] cluster completion,accept_direct,,,,,The relationship 'Parameter is measured by Sensor' is semantically correct and holds directly between the two classes.,0.95,,,
258,relation,Peripheral Temperature,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,Peripheral Temperature is directly monitored by Sensor as per the definitions provided.,0.9,,,
259,relation,Peripheral Temperature,has monitoring data,Timepoint,[inferred] cluster completion,accept_direct,,,,,"Peripheral Temperature is a valid subclass of Monitoring Data, and Timepoint is associated with sensor readings.",0.85,,,
260,relation,Reading,is measured at,Timepoint,[inferred] cluster completion,accept_direct,,,,,The relationship 'Reading is measured at Timepoint' is semantically correct and directly holds between the two classes.,0.9,,,
261,relation,Reading,measures parameter,Parameter,[inferred] cluster completion,accept_direct,,,,,The relationship 'Reading measures parameter' is semantically correct and directly holds between the two classes.,0.9,,,
262,relation,Respiration Rate,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,"Respiration Rate is directly monitored by Sensor, aligning with the definitions provided.",0.9,,,
263,relation,Respiration Rate,has monitoring data,Timepoint,[inferred] cluster completion,accept_direct,,,,,The relationship 'Respiration Rate has monitoring data Timepoint' is semantically correct as both classes are related in monitoring parameters.,0.9,,,
264,relation,Temperature,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,"Temperature is monitored by Sensor, which is a direct relationship in the context of physiological monitoring.",0.95,,,
265,relation,Temperature,has monitoring data,Timepoint,[inferred] cluster completion,reject,,,,,Temperature does not have a direct relationship with Timepoint as defined; they are not in the same conceptual hierarchy.,0.85,,,
266,relation,Biochemistry,has laboratory value,Potassium,[inferred] cluster completion,accept_direct,,,,,Biochemistry directly assesses laboratory values like Potassium.,0.9,,,
267,relation,Biochemistry,has laboratory value,Sodium,[inferred] cluster completion,accept_direct,,,,,"Biochemistry directly assesses laboratory values, including Sodium.",0.9,,,
268,relation,Blood Gases,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,Blood gases are monitored through continuous observation of physiological parameters in critically ill patients.,0.85,,,
269,relation,Cardiac Output,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,Cardiac Output is a monitored parameter under Monitoring Data.,0.9,,,
270,relation,Fluids,is monitored by,Monitoring,[inferred] cluster completion,reject,,,,,"Fluids cannot be directly monitored by Monitoring; monitoring refers to parameters, not therapies.",0.85,,,
271,relation,Glucose,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,"Glucose is a monitored parameter in critically ill patients, directly related to Monitoring.",0.9,,,
272,relation,Haematocrit,has laboratory value,Haematology,[inferred] cluster completion,accept_direct,,,,,"Haematocrit is a laboratory value within the haematology category, making the relationship valid.",0.9,,,
273,relation,Haematology,has laboratory value,Haemoglobin,[inferred] cluster completion,accept_direct,,,,,Haematology is a valid class that encompasses laboratory values including Haemoglobin.,0.9,,,
274,relation,Haematology,has laboratory value,Haematocrit,[inferred] cluster completion,accept_direct,,,,,Haematology is a valid category that includes Haematocrit as a laboratory value.,0.95,,,
275,relation,Haemoglobin,has laboratory value,Haematology,[inferred] cluster completion,revise,4.8,Haematology,has laboratory value,Haemoglobin,The relationship should be 'Haematology has laboratory value Haemoglobin' instead of the current direction.,0.85,The subject and object need to be swapped to reflect the correct relationship direction.,0.95,
276,relation,Monitoring,monitoring indicates condition,Secondary Insult,[inferred] cluster completion,reject,,,,,Monitoring does not indicate Secondary Insult directly; it measures parameters that may relate to conditions.,0.7,,,low_evidence
